news_date,source,headline,predicted_category,priority,urea_increase,urea_decrease,urea_volatility,dap_increase,dap_decrease,dap_volatility,mop_increase,mop_decrease,mop_volatility
2024-07-24,Интерфакс,Локдауны бьют по логистике и спросу на удобрения,Спрос/агрорынок,60,0.1500,0.2500,0.6000,0.1500,0.2500,0.6000,0.1500,0.2500,0.6000
2024-08-01,Профильный телеграм-канал,DAP дешевеет из-за слабого спроса в Индии,Фосфаты,85,0.2000,0.4000,0.4000,0.1000,0.8000,0.1000,0.2000,0.3000,0.5000
2024-08-03,Интерфакс,Нарушение цепочек поставок: контейнеры подорожали в разы,Логистика,75,0.2500,0.2000,0.5500,0.3000,0.1500,0.5500,0.2000,0.2500,0.5500
2024-08-14,ICIS,Цены на газ в Европе подскочили до многомесячных максимумов,Энергоносители,80,0.6000,0.1500,0.2500,0.4500,0.2000,0.3500,0.4000,0.2000,0.4000
2024-08-16,Профильный телеграм-канал,Производители аммиака объявили о сокращении мощностей,Аммиак,90,0.7000,0.1000,0.2000,0.5000,0.2000,0.3000,0.3000,0.2000,0.5000
2024-09-09,Bloomberg,Дефицит калия на ключевых рынках толкает цены вверх,Калий,85,0.1500,0.1000,0.7500,0.2000,0.1000,0.7000,0.8000,0.0500,0.1500
2024-09-21,CRU,Экспортные котировки аммиака выросли вслед за газом,Аммиак,75,0.6500,0.1000,0.2500,0.4000,0.2000,0.4000,0.2500,0.2500,0.5000
2024-10-11,Профильный телеграм-канал,Производители аммиака объявили о сокращении мощностей,Аммиак,80,0.7000,0.1500,0.1500,0.5500,0.2500,0.2000,0.6000,0.2000,0.2000
2024-10-18,Коммерсантъ,Цены на DAP растут на фоне крепкого спроса в Южной Азии,Фосфаты,75,0.1500,0.1500,0.7000,0.7500,0.1000,0.1500,0.1500,0.1000,0.7500
2024-10-21,CRU,Логистические издержки растут — дорожает доставка удобрений,Логистика,65,0.6000,0.1500,0.2500,0.6000,0.1500,0.2500,0.6000,0.1500,0.2500
2024-10-22,Argus,"Рубль укрепился, ЦБ удержал ставку",Макро/валюта,40,0.2000,0.3000,0.5000,0.2000,0.3000,0.5000,0.2000,0.3000,0.5000
2024-11-09,Reuters,Девальвация рубля повышает экспортную привлекательность удобрений,Макро/валюта,75,0.6000,0.1000,0.3000,0.5000,0.1500,0.3500,0.5000,0.1500,0.3500
2024-11-09,Профильный телеграм-канал,Нарушение цепочек поставок: контейнеры подорожали в разы,Логистика,60,0.1500,0.2000,0.6500,0.1000,0.2500,0.6500,0.1000,0.2500,0.6500
2024-11-11,Reuters,Фосфатное сырьё дорожает вслед за серой,Фосфаты,85,0.2500,0.3500,0.4000,0.5000,0.2000,0.3000,0.2000,0.3000,0.5000
2024-11-19,Reuters,Котировки аммиака пошли вниз на фоне слабого спроса,Аммиак,75,0.1000,0.7000,0.2000,0.2000,0.4000,0.4000,0.2000,0.4000,0.4000
2024-11-21,Reuters,Рубль резко ослаб к доллару,Макро/валюта,70,0.6000,0.2000,0.2000,0.5500,0.2500,0.2000,0.5000,0.3000,0.2000
2024-11-21,ICIS,Производитель открыл обновлённый учебный центр,Прочее,0,0.1000,0.1000,0.8000,0.1000,0.1000,0.8000,0.1000,0.1000,0.8000
2024-11-28,Bloomberg,"Ставки фрахта снижаются, логистика дешевеет",Логистика,60,0.2000,0.5000,0.3000,0.1500,0.5500,0.3000,0.1500,0.5000,0.3500
2024-12-09,CRU,Отраслевая конференция по удобрениям пройдёт в следующем месяце,Прочее,0,0.2000,0.2000,0.6000,0.2000,0.2000,0.6000,0.2000,0.2000,0.6000
2024-12-10,Argus,Котировки аммиака пошли вниз на фоне слабого спроса,Аммиак,75,0.1500,0.4500,0.4000,0.2000,0.3000,0.5000,0.1500,0.3500,0.5000
2025-01-13,Коммерсантъ,Фосфатное сырьё дорожает вслед за серой,Фосфаты,75,0.2000,0.3000,0.5000,0.7000,0.1000,0.2000,0.2000,0.3000,0.5000
2025-01-17,CRU,Нарушение цепочек поставок: контейнеры подорожали в разы,Логистика,60,0.5000,0.2000,0.3000,0.5000,0.2000,0.3000,0.5000,0.2000,0.3000
2025-01-27,CRU,"Ставки фрахта снижаются, логистика дешевеет",Логистика,70,0.2000,0.6000,0.2000,0.2500,0.5500,0.2000,0.2500,0.5500,0.2000
2025-02-15,Bloomberg,Рост цен на зерно поддерживает спрос на удобрения,Спрос/агрорынок,70,0.7000,0.1000,0.2000,0.7000,0.1000,0.2000,0.7000,0.1000,0.2000
2025-02-21,Коммерсантъ,Новые контракты по калию заключены ниже рынка,Калий,85,0.2000,0.2000,0.6000,0.2000,0.2000,0.6000,0.1000,0.6000,0.3000
2025-02-28,ICIS,Отраслевая конференция по удобрениям пройдёт в следующем месяце,Прочее,10,0.1000,0.1500,0.7500,0.1000,0.1500,0.7500,0.1000,0.1500,0.7500
2025-03-05,Reuters,Производитель открыл обновлённый учебный центр,Прочее,0,0.0500,0.0500,0.9000,0.0500,0.0500,0.9000,0.0500,0.0500,0.9000
2025-03-10,CRU,"Рубль укрепился, ЦБ удержал ставку",Макро/валюта,40,0.3000,0.4000,0.3000,0.3000,0.4000,0.3000,0.3000,0.4000,0.3000
