news_date,source,headline,predicted_category,priority,urea_increase,urea_decrease,urea_volatility,dap_increase,dap_decrease,dap_volatility,mop_increase,mop_decrease,mop_volatility,actual_category,category_match
2025-05-15,CRU,Газ дешевеет вторую неделю подряд,Энергоносители,80,0.05,0.8,0.15,0.1,0.7,0.2,0.1,0.7,0.2,Энергоносители,True
2025-05-15,ICIS,Фермеры откладывают закупки удобрений,Спрос/агрорынок,70,0.1,0.55,0.35,0.1,0.55,0.35,0.1,0.55,0.35,Спрос/агрорынок,True
2025-05-24,ICIS,Снижение цен на серу тянет вниз котировки фосфатных удобрений,Фосфаты,85,0.15,0.5,0.35,0.05,0.65,0.3,0.05,0.65,0.3,Фосфаты,True
2025-05-26,Профильный телеграм-канал,DAP дешевеет из-за слабого спроса в Индии,Фосфаты,90,0.1,0.4,0.5,0.05,0.85,0.1,0.15,0.5,0.35,Фосфаты,True
2025-05-30,Интерфакс,"Поставки калия восстанавливаются, цены MOP снижаются",Калий,100,0.2,0.5,0.3,0.2,0.5,0.3,0.1,0.8,0.1,Калий,True
2025-05-31,ICIS,Назначен новый директор по устойчивому развитию,Прочее,15,0.05,0.05,0.9,0.05,0.05,0.9,0.05,0.05,0.9,Прочее,True
2025-06-13,Коммерсантъ,Запущена корпоративная программа стажировок,Прочее,0,0.05,0.05,0.9,0.05,0.05,0.9,0.05,0.05,0.9,Прочее,True
2025-06-23,Интерфакс,DAP дешевеет из-за слабого спроса в Индии,Фосфаты,85,0.2,0.4,0.4,0.05,0.8,0.15,0.2,0.35,0.45,Фосфаты,True
2025-07-10,CRU,Назначен новый директор по устойчивому развитию,Прочее,0,0.1,0.1,0.8,0.1,0.1,0.8,0.1,0.1,0.8,Прочее,True
2025-07-11,Профильный телеграм-канал,Фермеры откладывают закупки удобрений,Спрос/агрорынок,100,0.2,0.45,0.35,0.2,0.45,0.35,0.15,0.4,0.45,Спрос/агрорынок,True
2025-07-14,Argus,Падение цен на зерно ослабляет спрос на удобрения,Спрос/агрорынок,75,0.05,0.85,0.1,0.05,0.85,0.1,0.05,0.85,0.1,Спрос/агрорынок,True
2025-07-28,Профильный телеграм-канал,"Поставки калия восстанавливаются, цены MOP снижаются",Калий,90,0.15,0.6,0.25,0.1,0.65,0.25,0.05,0.7,0.25,Калий,True
2025-08-04,Argus,Снижение цен на серу тянет вниз котировки фосфатных удобрений,Фосфаты,85,0.1,0.4,0.5,0.05,0.7,0.25,0.1,0.45,0.45,Фосфаты,True
2025-08-12,ICIS,Ставки морского фрахта взлетели из-за перегрузки портов,Логистика,70,0.55,0.15,0.3,0.5,0.15,0.35,0.45,0.2,0.35,Логистика,True
2025-08-13,Argus,Падение цен на зерно ослабляет спрос на удобрения,Спрос/агрорынок,50,0.05,0.75,0.2,0.05,0.7,0.25,0.05,0.7,0.25,Спрос/агрорынок,True
2025-08-16,Reuters,Экспортные котировки аммиака выросли вслед за газом,Аммиак,90,0.35,0.3,0.35,0.35,0.35,0.3,0.33,0.33,0.34,Аммиак,True
2025-08-28,Коммерсантъ,Локдауны бьют по логистике и спросу на удобрения,Логистика,70,0.05,0.8,0.15,0.05,0.78,0.17,0.04,0.82,0.14,Спрос/агрорынок,False
2025-08-29,Reuters,Снижение цен на серу тянет вниз котировки фосфатных удобрений,Фосфаты,90,0.1,0.6,0.3,0.03,0.85,0.12,0.15,0.5,0.35,Фосфаты,True
2025-09-01,CRU,Опубликован годовой ESG-отчёт компании,Прочее,5,0.05,0.05,0.9,0.05,0.05,0.9,0.05,0.05,0.9,Прочее,True
2025-09-09,Reuters,Дефицит калия на ключевых рынках толкает цены вверх,Калий,90,0.05,0.82,0.13,0.05,0.8,0.15,0.05,0.85,0.1,Калий,True
2025-09-10,Интерфакс,Запуск простаивавших мощностей давит на цены аммиака,Аммиак,90,0.05,0.8,0.15,0.05,0.85,0.1,0.03,0.87,0.1,Аммиак,True
2025-09-13,Bloomberg,Производитель открыл обновлённый учебный центр,Прочее,5,0.15,0.15,0.7,0.15,0.15,0.7,0.15,0.15,0.7,Прочее,True
2025-09-19,Argus,Запущена корпоративная программа стажировок,Прочее,0,0.1,0.1,0.8,0.1,0.1,0.8,0.1,0.1,0.8,Прочее,True
2025-10-09,Reuters,Стабилизация на газовом рынке снижает издержки производителей,Аммиак,90,0.603,0.139,0.258,0.571,0.128,0.301,0.576,0.192,0.232,Энергоносители,False
2025-10-10,ICIS,Экспортные котировки аммиака выросли вслед за газом,Аммиак,100,0.55,0.15,0.3,0.5,0.2,0.3,0.3,0.3,0.4,Аммиак,True
2025-10-21,ICIS,Рубль резко ослаб к доллару,Макро/валюта,80,0.1,0.7,0.2,0.1,0.7,0.2,0.1,0.7,0.2,Макро/валюта,True
2025-10-27,Профильный телеграм-канал,Производители аммиака объявили о сокращении мощностей,Аммиак,70,0.6,0.1,0.3,0.5,0.2,0.3,0.2,0.2,0.6,Аммиак,True
2025-10-31,Reuters,Стабилизация рубля снижает экспортные премии,Макро/валюта,65,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,Макро/валюта,True
2025-11-11,ICIS,Ставки морского фрахта взлетели из-за перегрузки портов,Логистика,70,0.3,0.1,0.6,0.3,0.1,0.6,0.3,0.1,0.6,Логистика,True
2025-11-12,Интерфакс,Стабилизация на газовом рынке снижает издержки производителей,Энергоносители,70,0.25,0.35,0.4,0.25,0.35,0.4,0.25,0.35,0.4,Энергоносители,True
2025-11-13,Reuters,Рост цен на зерно поддерживает спрос на удобрения,Спрос/агрорынок,70,0.48,0.17,0.35,0.45,0.09,0.46,0.5,0.16,0.34,Спрос/агрорынок,True
2025-11-18,CRU,Нарушение цепочек поставок: контейнеры подорожали в разы,Логистика,70,0.1,0.7,0.2,0.1,0.7,0.2,0.1,0.7,0.2,Логистика,True
2025-11-25,CRU,"Поставки хлористого калия сорваны, цены MOP идут вверх",Калий,95,0.2,0.5,0.3,0.2,0.5,0.3,0.7,0.1,0.2,Калий,True
2025-12-02,Профильный телеграм-канал,"Поставки хлористого калия сорваны, цены MOP идут вверх",Калий,90,0.2,0.3,0.5,0.2,0.3,0.5,0.8,0.05,0.15,Калий,True
2025-12-06,CRU,Котировки аммиака пошли вниз на фоне слабого спроса,Аммиак,95,0.05,0.85,0.1,0.05,0.85,0.1,0.05,0.85,0.1,Аммиак,True
2025-12-19,ICIS,Запуск простаивавших мощностей давит на цены аммиака,Аммиак,75,0.1,0.75,0.15,0.1,0.7,0.2,0.1,0.65,0.25,Аммиак,True
2025-12-20,Профильный телеграм-канал,Производитель открыл обновлённый учебный центр,Прочее,0,0.05,0.05,0.9,0.05,0.05,0.9,0.05,0.05,0.9,Прочее,True
2025-12-27,Интерфакс,Цены на газ в Европе подскочили до многомесячных максимумов,Энергоносители,85,0.7,0.1,0.2,0.5,0.15,0.35,0.45,0.15,0.4,Энергоносители,True
2026-01-14,CRU,Стабилизация рубля снижает экспортные премии,Макро/валюта,75,0.35,0.25,0.4,0.35,0.25,0.4,0.35,0.25,0.4,Макро/валюта,True
2026-01-27,Профильный телеграм-канал,Высокие цены на агрокультуры стимулируют закупки удобрений фермерами,Спрос/агрорынок,65,0.35,0.25,0.4,0.3,0.2,0.5,0.25,0.2,0.55,Спрос/агрорынок,True
2026-01-31,Интерфакс,Введены ограничения на экспорт калия — рынок ждёт дефицита,Калий,100,0.25,0.25,0.5,0.3,0.3,0.4,0.7,0.1,0.2,Калий,True
2026-01-31,Bloomberg,Стабилизация рубля снижает экспортные премии,Макро/валюта,70,0.35,0.2,0.45,0.35,0.2,0.45,0.4,0.15,0.45,Макро/валюта,True
2026-02-06,Bloomberg,Снижение цен на серу тянет вниз котировки фосфатных удобрений,Фосфаты,85,0.05,0.85,0.1,0.03,0.9,0.07,0.04,0.88,0.08,Фосфаты,True
2026-02-07,Интерфакс,"Ставки фрахта снижаются, логистика дешевеет",Логистика,45,0.1,0.7,0.2,0.15,0.6,0.25,0.1,0.65,0.25,Логистика,True
2026-02-14,CRU,DAP дешевеет из-за слабого спроса в Индии,Фосфаты,90,0.05,0.7,0.25,0.02,0.93,0.05,0.05,0.7,0.25,Фосфаты,True
2026-02-17,Коммерсантъ,Экспортные котировки аммиака выросли вслед за газом,Аммиак,85,0.1,0.1,0.8,0.1,0.05,0.85,0.1,0.05,0.85,Аммиак,True
2026-02-20,Bloomberg,Снижение цен на серу тянет вниз котировки фосфатных удобрений,Фосфаты,85,0.2,0.35,0.45,0.15,0.55,0.3,0.2,0.35,0.45,Фосфаты,True
2026-02-27,Профильный телеграм-канал,Опубликован годовой ESG-отчёт компании,Прочее,15,0.05,0.05,0.9,0.05,0.05,0.9,0.05,0.05,0.9,Прочее,True
2026-03-09,Bloomberg,Производитель открыл обновлённый учебный центр,Прочее,2,0.05,0.05,0.9,0.05,0.05,0.9,0.05,0.05,0.9,Прочее,True
2026-03-11,Интерфакс,Новые контракты по калию заключены ниже рынка,Калий,100,0.15,0.45,0.4,0.15,0.45,0.4,0.1,0.7,0.2,Калий,True
2026-03-18,Argus,Производитель открыл обновлённый учебный центр,Прочее,0,0.05,0.05,0.9,0.05,0.05,0.9,0.05,0.05,0.9,Прочее,True
2026-03-30,Reuters,"Рубль укрепился, ЦБ удержал ставку",Макро/валюта,15,0.15,0.25,0.6,0.15,0.25,0.6,0.15,0.25,0.6,Макро/валюта,True
2026-04-10,Reuters,"Поставки хлористого калия сорваны, цены MOP идут вверх",Калий,95,0.45,0.3,0.25,0.8,0.15,0.05,0.85,0.1,0.05,Калий,True
2026-04-20,Bloomberg,Запуск простаивавших мощностей давит на цены аммиака,Аммиак,90,0.05,0.85,0.1,0.1,0.7,0.2,0.15,0.6,0.25,Аммиак,True
2026-05-07,Reuters,Котировки аммиака пошли вниз на фоне слабого спроса,Аммиак,85,0.05,0.9,0.05,0.05,0.88,0.07,0.05,0.88,0.07,Аммиак,True
2026-05-13,ICIS,Фермеры откладывают закупки удобрений,Спрос/агрорынок,70,0.15,0.55,0.3,0.15,0.55,0.3,0.15,0.55,0.3,Спрос/агрорынок,True
2026-05-15,Профильный телеграм-канал,Рубль резко ослаб к доллару,Макро/валюта,100,0.08,0.85,0.07,0.08,0.85,0.07,0.08,0.85,0.07,Макро/валюта,True
2026-05-16,Интерфакс,Экспортные котировки аммиака выросли вслед за газом,Аммиак,90,0.4,0.15,0.45,0.35,0.15,0.5,0.3,0.15,0.55,Аммиак,True
2026-05-29,Коммерсантъ,Назначен новый директор по устойчивому развитию,Прочее,0,0.1,0.1,0.8,0.1,0.1,0.8,0.1,0.1,0.8,Прочее,True
2026-06-12,ICIS,Подписан меморандум о научном сотрудничестве с вузом,Прочее,10,0.09,0.01,0.9,0.09,0.01,0.9,0.08,0.02,0.9,Прочее,True
2026-06-25,Bloomberg,Запущена корпоративная программа стажировок,Прочее,0,0.05,0.05,0.9,0.05,0.05,0.9,0.05,0.05,0.9,Прочее,True
2026-07-01,Интерфакс,Фосфатное сырьё дорожает вслед за серой,Фосфаты,70,0.25,0.55,0.2,0.25,0.6,0.15,0.3,0.5,0.2,Фосфаты,True
